CODE_UIC;LIBELLE;lat;long
87613547;Conduche;44.477842;1.650763
87192666;Conflans - Jarny;49.166118;5.867933
87381459;Conflans Fin d'Oise;48.989261;2.074587
87432831;Conflans Fin d'Oise Noctilien;48.988765;2.074893
87432849;Conflans Ste Honorine Noctilien;48.997705;2.099311
87381897;Conflans-Sainte-Honorine;48.99646;2.09783
87396218;Conlie;48.127221;-0.01162
87396309;Connerré - Beillé;48.07371;0.486896
87194456;Cons-la-Grandville Centre;49.484022;5.701711
87406660;Cons-la-Grandville Haut Fourneau;49.486709;5.700295
87406678;Cons-la-Grandville Lotissement;49.488068;5.708309
87144287;Contrexéville;48.179613;5.890633
85010231;Coppet;46.317378;6.187829
87345116;Corbehem;50.342992;3.040005
87574970;Corbeil Essonne Noctilien;48.613964;2.474243
87681007;Corbeil-Essonnes;48.614405;2.47376
87984369;Corbeil-Essonnes Ambroise Croizat;48.606355;2.466173
87977355;Corbeil-Essonnes les Tarterets;48.613746;2.458717
87313056;Corbie;49.91163;2.499953
87696617;Corbigny;47.254807;3.677323
87716696;Corcieux le Conti;48.170746;6.882863
87272286;Corcy;49.255201;3.216073
87481820;Cordemais;47.302201;-1.846637
87613802;Cordes - Vindrac;44.067189;1.900229
87713537;Corgoloin;47.084209;4.916854
87381863;Cormeilles-en-Parisis;48.968668;2.193443
87340380;Corménon Centre;47.967712;0.892835
87571430;Cormery;47.26263;0.8349529999999999
87337501;Cormery Place du Croissant;47.26863;0.835304
87705848;Corneville-sur-Risle D675;49.343006;0.587033
87594481;Cornil;45.21522;1.698189
87405779;Cornimont H√¥pital;47.97198;6.83197
87405787;Cornimont Lansauchamp;47.984944;6.836527
87405795;Cornimont Perception;47.963446;6.838716
87144691;Cornimont Place Pranzière;47.962747;6.837482
87345132;Coron de Méricourt;50.414934;2.886156
87471326;Corps-Nuds;47.985167;-1.575472
87594119;Corrèze;45.32948;1.881079
87478180;Corseul - Languenan;48.496186;-2.141728
87696146;Cosne-sur-Loire;47.413966;2.93192
87499863;Cosne-sur-Loire Sud;47.396475;2.922717
87453654;Costaros;44.894412;3.849557
87440701;Coubladour;45.115018;3.74372
87687400;Coubladour Rond-Point;45.115378;3.743527
87171769;Coucy-lès-Eppes;49.556266;3.774726
87281402;Coudekerque-Branche;51.017916;2.375182
87481804;Couëron;47.221916;-1.723605
87615120;Couffoulens - Leuc;43.155635;2.316421
87116731;Couilly - Saint-Germain - Quincy;48.882785;2.853979
87615203;Couiza - Montazels;42.942375;2.248537
87640714;Couiza Saint-Anne;42.941324;2.253746
87696831;Coulanges-sur-Yonne;47.527175;3.547282
87314534;Coullons;47.620292;2.492527
87116301;Coulommiers;48.807783;3.082122
87382200;Courbevoie;48.898288;2.247994
87432856;Courbevoie Becon Noctilien;48.905108;2.256365
87571448;Courcay - Tauxigny;47.237613;0.867603
87644104;Courcay Rouvre;47.241687;0.872641
87644112;Courcay Villetivrain;47.219466;0.880762
87688960;Courçay-√âglise;47.249982;0.876129
87758888;Courcelle-sur-Yvette;48.700892;2.099105
87342063;Courcelles-le-Comte;50.169549;2.787856
87192211;Courcelles-sur-Nied;49.063496;6.310991
85001412;Courchavon;47.43977;7.05765
87171710;Courcy - Brimont;49.3296;4.013462
85001214;Courfaivre;47.33508;7.29117
85001255;Courgenay;47.40522;7.12421
87734525;Courpière;45.75757;3.544014
87781161;Coursan;43.233731;3.050946
87139907;Coursan-en-Othe RN;48.079728;3.830522
87394494;Courtalain - Saint-Pellerin;48.073599;1.127004
87643999;Courtalain Centre;48.07938;1.13613
85001271;Courtema√Æche;47.45587;7.05539
85001206;Courtételle;47.34282;7.31794
87765180;Courthézon;44.089999;4.888178
88960080;Courtrai;50.824;3.26
87394221;Courville-sur-Eure;48.451336;1.234902
87718270;Cousance;46.535169;5.386986
87592840;Coussac-Bonneval;45.507706;1.31101
87447110;Coutances;49.042928;-1.441726
87584516;Coutras;45.036709;-0.131361
87337006;COUX Centre;44.736095;4.623871
87721241;Couzon-au-Mont-d'Or;45.84876;4.82948
87697037;Couzon-Au-Mont-D'Or-Arret-Tcl-Gare;45.848577;4.832053
87313544;Cramoisy;49.256472;2.404874
87216184;Crancey Route Nationale;48.514376;3.640079
87613232;Cransac;44.522951;2.271867
87337899;Crasville-la-Mallet;49.802515;0.708916
87683649;Cravant - Bazarnes;47.678508;3.681174
87725713;Crêches-sur-Sa√¥ne;46.246154;4.784047
87116772;Crécy-la-Chapelle;48.859391;2.905748
87276006;Creil;49.263775;2.469293
87635805;Cremanvillers Route de Remiremont;48.020436;6.711064
87723502;Crépieux la Pape;45.803918;4.892701
87296152;Crépy - Couvron;49.62325;3.516475
87271593;Crépy-en-Valois;49.231252;2.886494
87761783;Crest;44.730196;5.016106
87608802;Créteil Pompadour;48.77154;2.435276
87406736;Creutzwald Gare Routière;49.207797;6.697243
85010124;Creux-de-Genthod;46.263758;6.161319
87396226;Crissé;48.168212;-0.065929
87286716;Croix - Wasquehal;50.678528;3.138069
87672600;Croix du Prince;43.285664;-0.379141
87281055;Croix l'Allumette;50.6868;3.151126
87753491;Croix Sainte;43.408832;5.019645
87756338;Cros de Cagnes;43.660485;7.167112
87271874;Crouy;49.40365;3.356999
87116640;Crouy-sur-Ourcq;49.091728;3.063089
87491266;Cubzac-les-Ponts;44.973115;-0.45901
87755355;Cuers - Pierrefeu;43.236428;6.085686
87481457;Cugand;47.05837;-1.25331
87342410;Cuinchy;50.521851;2.74743
87142125;Culmont - Chalindrey;47.810202;5.443219
87741074;Culoz;45.843278;5.778728
87175109;Curel;48.492257;5.135624
87215277;Cutting RD27;48.845824;6.832852
87286781;Cysoing;50.56101;3.210604
87214551;Dachstein;48.542855;7.533004
87533612;Daguerre;47.742545;7.324362
87214213;Dambach-la-Ville;48.321635;7.435557
87714162;Damblain √âglise;48.097929;5.652857
87615484;Damiatte - Saint-Paul;43.656094;1.974106
87716738;Dammarie Jean Jaurès Noctilien;48.526262;2.645962
87716720;Dammarie-lès-Lys Farcy Noctilien;48.518506;2.62871
87271536;Dammartin - Juilly - Saint-Mard;49.03219;2.69887
87419184;Dampierre-Saint-Nicolas Carrefour;49.861405;1.197531
87307579;Damville Place de la Halle;48.870057;1.073722
87575126;Dangé-Saint-Romain;46.93764;0.608695
87700146;Danjoutin;47.61832;6.869016
87182253;Dannemarie;47.627743;7.124828
87718312;Dannemarie - Velesmes;47.203739;5.873702
87317081;Dannes - Camiers;50.575889;1.614497
87315044;Daours;49.899115;2.458792
87721449;Dardilly - Le Jubin;45.815763;4.761095
87721480;Dardilly les Mouilles;45.796769;4.760041
87734673;Darsac;45.142183;3.736628
87589507;Darsac Lotissement;45.138868;3.738543
87214981;Daudes;48.245018;4.183919
87336909;Davezieux Centre Commercial;45.254447;4.688214
87233395;Davézieux √âglise;45.255506;4.705284
87673202;Dax;43.720472;-1.050301
87696484;Decize;46.83736;3.467289
87499897;Decize Café Bel-Air;46.82826;3.480247
87499913;Decize Ville;46.828685;3.462038
87613174;Dégagnac;44.653459;1.340152
85001099;Delemont;47.362;7.35007
87184440;Delle;47.50593;7.00962
87718429;Deluz;47.292493;6.199607
87450601;Demu;43.765041;0.167654
87343459;Denain;50.33445;3.388679
87758631;Denfert-Rochereau;48.833077;2.333162
87304626;Déols;46.825835;1.700594
87297143;Dercy - Froidmont;49.702784;3.69205
87199620;Destry Centre;48.943422;6.584654
87212183;Dettwiller;48.751916;7.465077
87276345;Deuil - Montmagny;48.975851;2.337781
87172064;Deville;49.879575;4.707113
87700930;Diarville Place Raymond Midon;48.39461;6.131793
87761841;Die;44.758238;5.363219
87193532;Diebling Centre;49.109148;6.939969
87476861;Diebling Maison Forestière;49.112022;6.933545
87703496;Diedendorf Rond-Point;48.876885;7.054301
87215665;Diemeringen;48.940533;7.185252
87415018;Dieppe;49.921788;1.081133
87141812;Dieulouard;48.843826;6.071505
87611681;Dieupentale;43.865526;1.276101
87751495;Digne-les-Bains;44.088631;6.223133
87694695;Digoin;46.485191;3.987678
87478693;Digoin Lycée;46.477068;3.991903
87713040;Dijon;47.323411;5.027256
87713008;Dijon Porte Neuve;47.3228;5.054905
87478164;Dinan;48.456715;-2.053425
87478230;Dinard;48.634444;-2.055
87478040;Dingé;48.350738;-1.685973
87597047;Diou;47.048111;2.02378
87667980;Diou Ville Bus;46.533357;3.747953
82007146;Dippach secteur Reckange;49.57252;5.99512
87474015;Dirinon;48.392667;-4.285355
87575191;Dissay;46.703359;0.421127
87406744;Distroff √âglise;49.332214;6.263028
87444414;Dives - Cabourg;49.286472;-0.107696
87745349;Divonne-les-Bains Ancienne Gare;46.353462;6.137003
87144030;Docelles-Cheniménil Gare;48.143566;6.610969
87478073;Dol-de-Bretagne;48.54425;-1.750536
87713412;Dole;47.09615;5.48806
87642132;Dolleren Mairie;47.805673;6.932924
87703678;Dolving Rue de Sarrebourg;48.772285;7.021862
87141119;Dombasle-sur-Meurthe;48.623332;6.343566
87718213;Domblans - Voiteur;46.762774;5.597875
87659649;Domblans Halte Routière;46.763588;5.59737
87741462;Domessin-le-Bonnard;45.524916;5.694931
87726083;DOMFESSEL Abri rue principale;48.951581;7.160614
87396200;Domfront;48.107768;0.026256
87721738;Dommartin - Lissieu;45.84785;4.732157
87316109;Dommartin - Remiencourt;49.799287;2.392512
87146241;Dommartin Eglise;47.998627;6.644473
87697227;Dommartin La Chicotière D 385;45.844812;4.732758
87405803;Dommartin-lès-Remiremont Franould;48.004603;6.65492
87215285;Domnom-lès-Dieuze Mairie;48.859684;6.821987
87276436;Domont;49.032703;2.33747
87295774;Dompierre;50.145955;3.871082
87659664;Dompierre Halte Routière;46.872118;6.186204
87696427;Dompierre Sept Fons;46.526302;3.674911
87286435;Don - Sainghin;50.551726;2.914402
87172239;Donchery;49.698154;4.874722
87481721;Donges;47.308656;-2.071792
87142273;Donjeux;48.365945;5.151358
87764290;Donzère;44.443365;4.704626
87684233;Dordives;48.14718;2.762879
87405423;Dore-l'√âglise;45.381017;3.748108
87214338;Dorlisheim;48.524992;7.493055
87171512;Dormans;49.07908;3.641835
87659995;Dornach Gare Dmc;47.747207;7.310264
87728451;DORTAN Mairie;46.318818;5.659685
80100537;Dortmund Hbf;51.518;7.4592
87642272;Dossenheim Lotissement;48.807528;7.402116
87642264;Dossenheim Mairie;48.805191;7.402476
87345009;Douai;50.371673;3.089958
87479907;Douarnenez Office de Tourisme;48.09333;-4.330593
87717058;Douarnenez Tréboul;48.095745;-4.344715
87411611;Doudeville;49.720352;0.774708
87613711;Douelle;44.47111;1.359861
87168773;Douelle les Bories;44.478866;1.348773
87545525;Dourdan;48.533466;2.009643
87540179;Dourdan la Forêt;48.535314;1.994908
87345165;Dourges;50.431922;2.987013
87172320;Douzy;49.671685;5.036698
87271403;Drancy;48.93298;2.45497
87986547;Drancy-Centre;48.920011;2.451915
87756775;Drap - Cantaron;43.759865;7.317039
87991497;Draveil √âglise;48.686027;2.409316
87476770;Drefféac;47.48236;-2.050155
87316075;Dreuil-lès-Amiens;49.91449;2.231126
87393488;Dreux;48.731492;1.370164
87137802;Dreux Gare Routière;48.731843;1.370998
87707059;Droittecourt Centre;49.329898;1.775503
87358556;Droué Centre;48.039186;1.07725
87212357;Drusenheim;48.765844;7.947796
87571612;Druye;47.307019;0.535481
80156539;Duesseldorf Flughafen;51.2916;6.7869
80080945;Duesseldorf Hbf;51.2194;6.7946
87697342;Dugny-La Courneuve Tram 11 Express;48.943841;2.411188
80103168;Duisburg Hbf;51.4297;6.7755
87407635;Dunières;45.21785;4.342118
87726687;Dunières-Ancienne-Bascule;45.213242;4.346726
87281006;Dunkerque;51.03041;2.368991
87214536;Duppigheim;48.543967;7.586809
87168849;Duravel Place Foirail;44.515518;1.079645
87101998;Durdat-Larequille;46.250854;2.702154
87641449;Durtol - Nohanent;45.794792;3.048593
87680710;Durtol T2C square Ch Sabourin;45.794429;3.052708
87214544;Duttlenheim;48.545379;7.566289
87694729;Dyo;46.351482;4.266005
87281469;Ebblinghem;50.730637;2.409058
87214106;Ebersheim;48.310048;7.494537
87406751;Ebersviller Centre;49.276338;6.401942
87194019;Ebring Croisement;49.117002;6.910941
87745265;ECHENEVEX RD984;46.310653;6.049014
87725895;√âchirolles;45.153022;5.718943
87710731;Ecole-Valentin;47.274554;5.994303
87396564;√âcommoy;47.824548;0.26907
87391714;√âcouché;48.715573;-0.120807
87276394;√âcouen - √âzanville;49.022747;2.363174
87698274;Ecully Arrêt TCL Demi-Lune Vauboin;45.764424;4.782094
87721506;√âcully la Demi-Lune;45.76573;4.779522
87594168;√âgletons;45.402476;2.065209
87693390;Egletons-ville;45.403678;2.046053
87545475;√âgly;48.582397;2.222224
87668152;√âguelshardt Abri;49.021266;7.491201
87597153;√âguzon;46.439769;1.552171
87214239;Eichhoffen;48.382483;7.449552
87141200;Einvaux;48.503597;6.393244
87411173;Elbeuf - Saint-Aubin;49.302766;1.00993
87784207;Elne;42.597114;2.963585
87144436;√âloyes;48.087196;6.600101
87763466;Embrun;44.567012;6.496753
87433144;Emerainville - Pontault-C Noct;48.804486;2.622728
87116046;√âmerainville - Pontault-Combault;48.806034;2.618004
80143313;Emmendingen;48.1193;7.8479
87406959;Enchenberg Mairie;49.014691;7.337816
87276022;Enghien-les-Bains;48.97309;2.30699
87287276;Ennevelin;50.549123;3.158711
87765826;Entraigues-sur-la-Sorgue;44.005317;4.9221
87214528;Entzheim Aéroport;48.54699;7.62794
87575357;√âpanvilliers;46.225495;0.235758
87171553;√âpernay;49.046289;3.959798
87394114;√âpernon;48.605204;1.681364
87214221;Epfig;48.363593;7.450345
87741280;√âpierre - Saint-Léger;45.457008;6.292486
87406090;√âpiez-sur-Chiers Centre;49.491396;5.504657
87144006;√âpinal;48.178005;6.441787
87271122;√âpinay - Villetaneuse;48.95838;2.32865
87588269;Epinay Sur Orge Noctilien;48.669374;2.331958
87996082;√âpinay-sous-Sénart;48.696534;2.524785
87545228;√âpinay-sur-Orge;48.66952;2.33182
87271148;√âpinay-sur-Seine;48.954208;2.302614
87697292;√âpinay-sur-Seine Tram 11 Express;48.954481;2.302258
87697300;√âpinay-Villetaneuse Tram 11;48.958848;2.326607
87276147;√âpluches;49.054773;2.122252
87386763;√âp√¥ne - Mézières;48.963122;1.808593
87413732;√âpouville;49.563852;0.223889
87331397;√âpuisay √âglise;47.900294;0.92975
87381418;√âragny - Neuville;49.018267;2.091034
87432864;Eragny Sur Oise Noctilien;49.017657;2.090535
87419200;√âragny-sur-Epte - Bazincourt-s;49.322742;1.770297
87232140;Ercé;42.847778;1.290278
87590356;Erdre-Active;47.283101;-1.544427
87728519;Erea Brioude;45.284459;3.393788
87276055;Ermont - Eaubonne;48.980332;2.271229
87534131;Ermont - Eaubonne Ligne J;48.98032;2.27176
87606566;Ermont Eaubonne Noctilien;48.980073;2.270978
87276584;Ermont Halte;48.989793;2.263108
87784843;Err;42.442778;2.029105
87214148;Erstein;48.422982;7.638701
87110346;Ervy-le-Châtel Halles;48.041674;3.910929
87116327;Esbly;48.90305;2.810774
87594994;Esbly Noctilien;48.903775;2.811982
87611707;Escalquens;43.517093;1.542375
87345496;Escaudoeuvres;50.191744;3.275473
87272096;Esches;49.212562;2.170599
87177329;Escondeaux;43.339839;0.132639
87615211;Espéraza;42.935933;2.218403
87281113;Esquelbecq;50.889751;2.412368
80101840;Essen Hbf;51.4516;7.0138
87681601;Essonnes - Robinson;48.605945;2.463478
87784827;Estavar;42.463243;2.017907
87170878;Esténos Mairie;42.94686;0.641429
87170787;Esténos Pont de Chaum;42.939007;0.645149
87313387;Estrées-Saint-Denis;49.438169;2.642137
87722579;Estressin;45.539829;4.868563
87644120;Esvres Champgault;47.283713;0.812259
87644138;Esvres Chêne Pendu;47.325349;0.7665650000000001
87644146;Esvres Les Reçais;47.294076;0.806036
87644153;Esvres Saint Malo;47.302428;0.79947
87644161;Esvres Vauguinier;47.280437;0.80138
87571422;Esvres-sur-Indre;47.284535;0.781977
87175794;√âtain;49.207491;5.639808
87458828;√âtain Centre;49.213443;5.635104
87413328;√âtainhus - Saint-Romain;49.560486;0.330494
87718536;√âtalans;47.155696;6.270842
87545137;√âtampes;48.436625;2.159487
87694141;√âtang-sur-Arroux;46.867917;4.183844
87317065;√âtaples - Le Touquet;50.516544;1.642582
87683201;√âtigny - Véron;48.138276;3.290743
87144642;√âtival-Clairefontaine;48.367171;6.877124
87761221;√âtoile;44.8463;4.868038
87545145;√âtréchy;48.493671;2.194476
87484154;√âtriché - Châteauneuf;47.656732;-0.460868
87213827;Ettendorf;48.808186;7.585288
87639971;Ettendorf  Rue du Pont;48.812236;7.58117
87639963;Ettendorf Place de l'école;48.813093;7.583792
87317537;Eu;50.054139;1.417087
87107466;Eurville Mairie;48.585297;5.03725
87745679;√âvian-les-Bains;46.397916;6.577469
87705996;√âvreux Campus;49.027943;1.144923
87387001;√âvreux Normandie;49.018748;1.149629
87478552;√âvron;48.155517;-0.397155
87681361;√âvry;48.63442;2.45209
87681387;√âvry - Courcouronnes;48.625507;2.428581
87574954;Evry Courcouronnes Noctilien;48.625584;2.42888
87118414;Evry-le-Châtel Gare;48.045045;3.921239
87977942;Evry-Pyramides;48.635546;2.425618
87232090;Eycheil;42.963566;1.171122
87592121;Eymoutiers Vassivière;45.739817;1.741247
87417865;Eyrein;45.341936;1.932601
87756387;√àze;43.722327;7.356948
87193144;Falck Gare;49.218823;6.633661
87406769;Falck Rue Principale;49.229231;6.632988
87316190;Famechon;49.767552;2.043403
87342527;Farbus;50.357477;2.830747
87193516;Farébersviller;49.11816;6.861893
87406868;Farébersviller Cité;49.11764;6.873153
87406884;Farébersviller Rue du Moulin;49.116118;6.865806
87116277;Faremoutiers - Pommeuse;48.808494;2.993109
87745141;FARGES Eglise;46.168463;5.906042
87193524;Farschviller;49.087877;6.908082
87406892;Farschviller Centre;49.095277;6.895772
87737734;Farschviller Croisement Gare;49.088581;6.901817
87576173;Faubourg d'Orléans;47.366892;1.740131
87193359;Faulquemont;49.045386;6.603751
87166876;Faycelles;44.567801;1.988127
87110379;Fays-la-Chapelle;48.129696;4.018933
87413542;Fécamp;49.759277;0.375287
87212266;Fegersheim - Lipsheim;48.490589;7.672481
87420430;Félines la Remise;45.309053;4.741639
87182626;Fellering;47.897589;6.987135
87659896;Fellering √âglise;47.896397;6.985792
87597849;Felletin;45.886345;2.169713
87407122;Fénétrange Carrefour des √âtangs;48.845572;7.014465
87406975;Fénétrange Gendarmerie;48.844289;7.019818
87406983;Fénétrange Le Val Fleuri;48.847801;7.019126
87476879;Fénétrange Mairie;48.84575;7.016967
87407650;Féniers;45.324257;2.770719
87172874;Fépin;50.023464;4.726616
87144527;Ferdrupt Ecole;47.907727;6.707459
87407411;Ferdrupt Remanvillers;47.900002;6.727538
87158154;Ferney-Voltaire Lycée;46.2632;6.1126
87157669;FERNEY-VOLTAIRE Mairie;46.256019;6.10822
87684241;Ferrières - Fontenay;48.096496;2.772578
87313742;Feuquières - Broquiers;49.654339;1.830884
87317503;Feuquières - Fressenneville;50.063345;1.589126
87726877;Feurs;45.744145;4.230487
87722538;Feyzin;45.665676;4.853043
87698506;Feyzin-TCL-Gare;45.665875;4.853366
87613091;Figeac;44.603515;2.037355
71043075;FIGUERES-VILAFANT;42.264581;2.943028
87726729;Firminy;45.391656;4.28643
87171330;Fismes;49.310722;3.682126
87680728;Fix Saint-Geneys Rn102 Bourg;45.142783;3.668554
87406595;Flabeuville Carrefour;49.465896;5.540505
87336990;FLAVIAC René Cassin;44.746402;4.674194
87296871;Flavy-le-Martel;49.718446;3.190179
87181040;Flaxlanden;47.698692;7.30447
87216689;Fléré-la-Rivière Mairie;47.020852;1.107253
87448001;Flers;48.744785;-0.5732159999999999
87586339;Fleurance Allée Aristide Briand;43.85247;0.656725
87462390;Fleurance Gendarmerie;43.849;0.663
87698282;Fleurieux RN7;45.840513;4.653622
87721563;Fleurieux-sur-l'Arbresle;45.844994;4.660381
87725663;Fleurville - Pont-de-Vaux;46.450874;4.884195
87696633;Flez-Cuzy - Tannay;47.362336;3.615881
87698514;Flumet-Office-de-Tourisme;45.817764;6.513975
87576108;Foëcy;47.175691;2.162506
87611616;Foix;42.969707;1.60704
87447649;Folligny;48.829946;-1.407223
87775379;Fons - Saint-Mamert;43.907321;4.206696
87784819;Font-Romeu-Odeillo-Via;42.491243;2.038396
87682427;Fontaine-le-Port;48.487053;2.753304
87727826;Fontaine-les-Grés Mairie;48.424302;3.911219
87758763;Fontaine-Michalon;48.743204;2.296593
87682211;Fontainebleau - Avon;48.416331;2.726237
87713586;Fontaines - Mercurey;46.851258;4.775005
87756858;Fontan - Saorge;43.996638;7.551626
87455097;Fontenay Pont Tranchefetu;48.394831;1.413331
87758714;Fontenay-aux-Roses;48.787557;2.292055
87485615;Fontenay-le-Comte PEMU;46.461074;-0.809593
87462986;Fontenay-le-Comte P√¥le Santé;46.466832;-0.82586
87393405;Fontenay-le-Fleury;48.807385;2.040512
87758128;Fontenay-sous-Bois;48.843448;2.464339
87141051;Fontenoy-sur-Moselle;48.711419;5.980173
87194365;Fontoy;49.3537;5.999415
87784769;Fontpédrouse St-Thomas les B.;42.513806;2.188658
87193003;Forbach;49.189228;6.901318
87459016;Forcalquier;43.9595;5.7807
87411389;Forges-les-Eaux;49.614324;1.553656
87313833;Formerie;49.654606;1.723582
87485326;Fors;46.234552;-0.406931
87732735;Fort D‚Äôaubervilliers (métro 7);48.914624;2.404047
87753442;Fos-sur-Mer;43.42807;4.974578
87413377;Foucart - Alvimare;49.608329;0.59699
87214734;Fouday;48.424867;7.187411
87141036;Foug;48.679264;5.791265
87471201;Fougeray - Langon;47.729865;-1.851315
87486316;Fougeré;46.665362;-1.232103
87471607;Fougères;48.34983;-1.195002
87313841;Fouilloy;49.736315;1.825774
87279992;Foulain RN19;48.03835;5.214198
87342204;Fouquereuil;50.52539;2.608142
87696229;Fourchambault;47.01896;3.087166
87986919;Fourchette de Bry;48.826955;2.507844
87295048;Fourmies;50.015392;4.053593
87696518;Fours;46.817134;3.720956
87982116;Foyer-des-Bruyères;48.981551;2.555754
87726737;Fraisses - Unieux;45.394823;4.261037
80110684;Francfort sur le Main;50.1073;8.6624
87495770;Franche-Comté Noctilien;48.766242;1.950293
87417444;Franchet d'Esperey;49.242536;4.013869
87722702;Francheville;45.73392;4.769748
87606582;Franconville - Le Plessis Noct;48.993313;2.235863
87276071;Franconville - Le Plessis-Bouchard;48.993577;2.235071
87982892;Franconville-Croix-Rouge;48.979879;2.23575
87718304;Franois;47.22751;5.937233
87715136;Frasne;46.857596;6.157767
87618678;Frechets;42.926944;0.367222
80143503;Freiburg (Breisgau) Hbf;47.9979;7.8416
87113894;Freinville Sevran;48.926636;2.519026
87191395;Freistroff Passage √Ä Niveau;49.278361;6.492212
87757500;Fréjus;43.43203;6.732943
87444182;Frénouville - Cagny;49.141155;-0.26041
87276659;Frépillon;49.046291;2.197102
87642082;Fresnes-au-Mont;48.896119;5.439869
87296293;Fresnoy-le-Grand;49.949908;3.432208
87144550;Fresse-sur-Moselle Centre;47.875737;6.782625
87405886;Fresse-sur-Moselle la Hardoye;47.869031;6.794792
87981803;Fret-Centre;48.998142;2.526995
87574533;Fréteval - Morée;47.891842;1.211921
87286641;Fretin;50.55996;3.149396
87706903;Freulleville;49.827899;1.246767
87342212;Frévin-Capelle;50.347208;2.63317
87407676;Freyssenet;45.131964;3.736977
87642389;Frohmuhl Lavoir;48.907795;7.280985
87592360;Fromental;46.171565;1.432432
87448076;Fromentel;48.718905;-0.26608
87320747;Fromentine la Barre-de-Monts;46.892305;-2.137501
87112342;Fromy;49.596406;5.249472
87142240;Froncles;48.296415;5.141939
87619973;Frontenac;44.538555;1.971635
87741629;Frontenex;45.630568;6.314041
87773556;Frontignan;43.444934;3.758689
87107490;Fronville Lotissement;48.404662;5.154708
87141077;Frouard;48.755428;6.143927
88850685;FROYENNES;50.629;3.355
87473876;Frynaudour;48.727592;-3.128453
87172098;Fumay;49.986048;4.6926
87324095;Futuroscope;46.669918;0.377209
87765446;Gadagne;43.929699;4.956824
87783738;Gages-Mairie;44.394052;2.707373
87113514;Gagny;48.88309;2.526582
87615252;Gaillac;43.905984;1.89483
87702951;Gaillac Gare Routière;43.903986;1.895898
87138321;Gaillac-d'Aveyron;44.353629;2.92864
87415620;Gaillon - Aubevoye;49.174664;1.352609
87775130;Gallargues;43.716033;4.171079
87497461;Gallieni-Cancérop√¥le;43.573088;1.41958
87694638;Galuzot;46.642236;4.329962
87212332;Gambsheim;48.694909;7.879179
87659730;Gambsheim Garage Peugeot;48.688786;7.872003
87672618;Gan;43.234315;-0.391428
87191742;Gandrange - Amnéville;49.260943;6.136047
87732404;Gannat;46.097592;3.204773
87589564;Gannat Lycee Eiffel;46.086182;3.197861
87589572;Gannat Lycee Ste Procule;46.099225;3.19001
87313262;Gannes;49.572092;2.437055
87763003;Gap;44.563714;6.085669
87733592;Gap Gare Routière;44.561601;6.082358
87393439;Garancières - La Queue;48.810634;1.764755
87382259;Garches - Marnes-la-Coquette;48.838334;2.186872
87691436;Garchizy;47.044078;3.086241
87751420;Gardanne;43.456023;5.463324
87584235;Gardonne;44.834737;0.331929
87588301;Gare D'Austerlitz Noctilien;48.844108;2.364119
87744243;Gare D‚Äôorléans Avenue de Paris;47.908277;1.904229
87591180;Gare De L'Est Noctilien;48.876084;2.358877
87588202;Gare De Lyon Noctilien;48.84578;2.373719
87681411;Gare de Mennecy;48.570907;2.433165
87594929;Gare Du Nord Noctilien;48.879491;2.35738
87591156;Gare Montparnasse Noctilien;48.838687;2.316877
87113860;Gargan;48.908225;2.517146
87381566;Gargenville;48.983151;1.808986
87410852;Gargenville Mairie;48.989434;1.810118
87276196;Garges - Sarcelles;48.97663;2.39078
87495739;Gaston Viens;48.74518;2.40931
87491225;Gauriaguet;45.054345;-0.399284
87393348;Gazeran;48.625819;1.771828
87582403;Gazinet - Cestas;44.772247;-0.699448
87212258;Geispolsheim;48.519052;7.684358
87713842;Gemeaux;47.478322;5.129853
87286807;Genech;50.530732;3.220424
87694653;Génelard;46.58122;4.237965
87775791;Générac;43.732438;4.343474
85010082;Geneve;46.21022;6.14244
85162727;Genève-Champel;46.192191;6.153505
85162735;Genève-Eaux-Vives;46.201444;6.16658
85162834;Genève-Sécheron;46.222438;6.144557
87713313;Genlis;47.244281;5.223965
87271205;Gennevilliers;48.93368;2.30699
87982504;Gennevilliers-Les-Grésillons;48.920434;2.314033
87775213;Génolhac;44.347119;3.95164
85010215;Genthod-Bellevue;46.256728;6.153962
87758656;Gentilly;48.816303;2.340909
87984906;Georges-Demesy;48.822767;2.550534
87448977;Ger RN Rond Point;43.247874;-0.055323
87171587;Germaine;49.127763;4.022898
87214254;Gertwiller;48.413314;7.466819
87734046;Gerzat;45.833488;3.143236
87476309;Gestel;47.80299;-3.443134
87713503;Gevrey-Chambertin;47.227601;4.998905
87745273;GEX Centre;46.331773;6.05837
87556910;Gex Vertes Campagnes;46.326057;6.055178
87684290;Gien;47.699088;2.636205
87643916;Gien Place Leclerc;47.684213;2.631789
87690198;Gien Place Saint-Louis;47.683473;2.633114
87643924;Gien Route de Bourges;47.680154;2.629509
87690180;Gien-H√¥pital;47.69002;2.632674
87576876;Gièvres;47.27878;1.667814
87758870;Gif-sur-Yvette;48.69819;2.13674
87594325;Gignac - Cressensac;45.014731;1.483288
87718577;Gilley;47.050357;6.492388
87694869;Gilly-sur-Loire;46.536992;3.782111
87462812;Gimat;43.851156;0.9416909999999999
87611772;Gimont Cahuzac;43.633194;0.867711
87166207;Gimont les Halles;43.624334;0.88062
71793000;GIRONA;41.979371;2.816957
87582858;Gironde;44.583292;-0.092013
87734533;Giroux;45.695303;3.590314
87381244;Gisors;49.285137;1.784517
